make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity
mercedes-benz,sl-class,2016,premium_unleaded_(required),621.0,12.0,automatic,rear_wheel_drive,2.0,"factory_tuner,luxury,high-performance",compact,convertible,21,14,617
chevrolet,sonic,2015,regular_unleaded,138.0,4.0,automatic,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,33,25,1385
audi,a3,2015,premium_unleaded_(recommended),170.0,4.0,automated_manual,front_wheel_drive,2.0,luxury,compact,convertible,35,24,3105
dodge,durango,2016,regular_unleaded,295.0,6.0,automatic,all_wheel_drive,4.0,crossover,large,4dr_suv,25,18,1851
hyundai,elantra_touring,2011,regular_unleaded,138.0,4.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,31,23,1439
lamborghini,murcielago,2008,premium_unleaded_(required),632.0,12.0,manual,all_wheel_drive,2.0,"exotic,high-performance",compact,coupe,13,8,1158
chevrolet,cruze_limited,2016,regular_unleaded,138.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,38,26,1385
mercedes-benz,slk-class,2016,premium_unleaded_(required),241.0,4.0,automatic,rear_wheel_drive,2.0,luxury,compact,convertible,32,25,617
toyota,mr2,1995,regular_unleaded,200.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,coupe,25,18,2031
volkswagen,jetta,2017,regular_unleaded,150.0,4.0,manual,front_wheel_drive,4.0,,midsize,sedan,40,28,873
suzuki,xl-7,2006,regular_unleaded,185.0,6.0,automatic,four_wheel_drive,4.0,,midsize,4dr_suv,20,15,481
chrysler,concorde,2004,regular_unleaded,234.0,6.0,automatic,front_wheel_drive,4.0,,large,sedan,25,17,1013
bmw,2_series,2017,premium_unleaded_(recommended),335.0,6.0,automatic,rear_wheel_drive,2.0,"factory_tuner,luxury,high-performance",compact,convertible,32,21,3916
honda,crosstour,2013,regular_unleaded,192.0,4.0,automatic,front_wheel_drive,4.0,"crossover,hatchback",midsize,4dr_hatchback,31,22,2202
toyota,corolla,2015,regular_unleaded,132.0,4.0,automatic,front_wheel_drive,4.0,,compact,sedan,36,27,2031
ford,festiva,1993,regular_unleaded,63.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,38,30,5657
lexus,rx_350,2016,regular_unleaded,295.0,6.0,automatic,front_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,28,20,454
toyota,celica,2004,premium_unleaded_(required),180.0,4.0,manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,30,21,2031
volvo,v60,2016,regular_unleaded,250.0,5.0,automatic,all_wheel_drive,4.0,luxury,midsize,wagon,29,20,870
alfa_romeo,4c,2016,premium_unleaded_(required),237.0,4.0,automated_manual,rear_wheel_drive,2.0,"luxury,high-performance",compact,coupe,34,24,113
oldsmobile,cutlass_calais,1990,regular_unleaded,110.0,4.0,manual,front_wheel_drive,2.0,,compact,coupe,30,19,26
ford,escort,2003,regular_unleaded,130.0,4.0,manual,front_wheel_drive,2.0,,compact,coupe,30,23,5657
suzuki,esteem,2002,regular_unleaded,122.0,4.0,manual,front_wheel_drive,4.0,,compact,sedan,32,24,481
acura,tl,2013,premium_unleaded_(recommended),280.0,6.0,automatic,front_wheel_drive,4.0,luxury,midsize,sedan,29,20,204
ford,f-150,2017,flex-fuel_(unleaded/e85),282.0,6.0,automatic,rear_wheel_drive,2.0,flex_fuel,large,regular_cab_pickup,25,18,5657
mazda,mx-5_miata,2015,premium_unleaded_(recommended),167.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,convertible,28,22,586
gmc,acadia,2015,regular_unleaded,281.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,23,16,549
buick,skylark,1998,regular_unleaded,150.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,30,19,155
dodge,ram_van,1998,regular_unleaded,175.0,6.0,automatic,rear_wheel_drive,3.0,,compact,cargo_van,16,13,1851
cadillac,escalade,2015,flex-fuel_(unleaded/e85),420.0,8.0,automatic,four_wheel_drive,4.0,"flex_fuel,luxury,performance",large,4dr_suv,21,15,1624
mitsubishi,expo,1993,regular_unleaded,136.0,4.0,manual,four_wheel_drive,4.0,hatchback,compact,4dr_hatchback,22,17,436
saab,9-3,2010,premium_unleaded_(recommended),207.0,4.0,automatic,front_wheel_drive,4.0,luxury,midsize,sedan,28,19,376
chevrolet,impala,2016,flex-fuel_(unleaded/natural_gas),,6.0,automatic,front_wheel_drive,4.0,"flex_fuel,performance",large,sedan,25,17,1385
chevrolet,corvette,2017,premium_unleaded_(required),650.0,8.0,manual,rear_wheel_drive,2.0,"factory_tuner,high-performance",compact,convertible,22,15,1385
ford,bronco_ii,1990,regular_unleaded,140.0,6.0,manual,four_wheel_drive,2.0,,compact,2dr_suv,20,15,5657
land_rover,lr3,2009,premium_unleaded_(required),300.0,8.0,automatic,four_wheel_drive,4.0,luxury,midsize,4dr_suv,17,12,258
maserati,granturismo_convertible,2016,premium_unleaded_(required),454.0,8.0,automatic,rear_wheel_drive,2.0,"exotic,factory_tuner,luxury,high-performance",midsize,convertible,20,13,238
volkswagen,cc,2016,premium_unleaded_(recommended),200.0,4.0,automated_manual,front_wheel_drive,4.0,performance,midsize,sedan,31,22,873
chevrolet,c/k_1500_series,1997,regular_unleaded,200.0,6.0,manual,four_wheel_drive,2.0,,large,regular_cab_pickup,18,14,1385
honda,civic,2015,regular_unleaded,143.0,4.0,automatic,front_wheel_drive,4.0,,compact,sedan,39,30,2202
mercedes-benz,glc-class,2016,premium_unleaded_(required),241.0,4.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,28,21,617
infiniti,m56,2011,premium_unleaded_(required),420.0,8.0,automatic,rear_wheel_drive,4.0,"luxury,performance",large,sedan,25,16,190
subaru,impreza_wrx,2013,premium_unleaded_(required),305.0,4.0,manual,all_wheel_drive,4.0,"hatchback,factory_tuner,high-performance",compact,4dr_hatchback,23,17,640
mercedes-benz,600-class,1993,regular_unleaded,389.0,12.0,automatic,rear_wheel_drive,2.0,"luxury,performance",compact,convertible,16,12,617
honda,pilot,2016,regular_unleaded,280.0,6.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,27,19,2202
dodge,challenger,2016,premium_unleaded_(recommended),707.0,8.0,automatic,rear_wheel_drive,2.0,"factory_tuner,high-performance",large,coupe,21,13,1851
aston_martin,v8_vantage,2015,premium_unleaded_(required),430.0,8.0,automated_manual,rear_wheel_drive,2.0,"exotic,high-performance",compact,convertible,21,14,259
ford,festiva,1992,regular_unleaded,63.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,37,30,5657
ford,f-150_heritage,2004,regular_unleaded,202.0,6.0,manual,rear_wheel_drive,2.0,,large,regular_cab_pickup,19,15,5657
subaru,impreza,2015,regular_unleaded,148.0,4.0,automatic,all_wheel_drive,4.0,,compact,sedan,37,28,640
chevrolet,caprice,1994,regular_unleaded,260.0,8.0,automatic,rear_wheel_drive,4.0,,large,wagon,23,15,1385
bmw,3_series_gran_turismo,2017,premium_unleaded_(required),320.0,6.0,automatic,all_wheel_drive,4.0,"hatchback,luxury,performance",midsize,4dr_hatchback,30,20,3916
volkswagen,jetta_sportwagen,2012,regular_unleaded,170.0,5.0,automatic,front_wheel_drive,4.0,,compact,wagon,31,24,873
land_rover,discovery_sport,2017,premium_unleaded_(recommended),240.0,4.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,25,20,258
volkswagen,jetta,2016,premium_unleaded_(recommended),210.0,4.0,automatic,front_wheel_drive,4.0,"factory_tuner,performance",midsize,sedan,33,24,873
gmc,yukon,2016,flex-fuel_(unleaded/e85),355.0,8.0,automatic,rear_wheel_drive,4.0,"flex_fuel,performance",large,4dr_suv,23,16,549
toyota,yaris_ia,2017,regular_unleaded,106.0,4.0,automatic,front_wheel_drive,4.0,,compact,sedan,40,32,2031
mazda,3,2015,regular_unleaded,184.0,4.0,manual,front_wheel_drive,4.0,"hatchback,performance",compact,4dr_hatchback,35,26,586
chrysler,new_yorker,1995,regular_unleaded,214.0,6.0,automatic,front_wheel_drive,4.0,,large,sedan,24,16,1013
ford,escape_hybrid,2009,regular_unleaded,177.0,4.0,automatic,all_wheel_drive,4.0,"crossover,hybrid",compact,4dr_suv,27,29,5657
toyota,prius_c,2015,regular_unleaded,99.0,4.0,automatic,front_wheel_drive,4.0,"hatchback,hybrid",compact,4dr_hatchback,46,53,2031
dodge,ram_van,1999,regular_unleaded,175.0,6.0,automatic,rear_wheel_drive,3.0,,compact,cargo_van,16,14,1851
chevrolet,silverado_1500,2017,flex-fuel_(unleaded/e85),285.0,6.0,automatic,four_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,22,17,1385
toyota,paseo,1996,regular_unleaded,93.0,4.0,manual,front_wheel_drive,2.0,,compact,coupe,32,26,2031
lexus,is_350,2014,premium_unleaded_(required),306.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",midsize,sedan,26,19,454
nissan,xterra,2013,regular_unleaded,261.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,4dr_suv,22,16,2009
pontiac,firebird,2001,premium_unleaded_(required),310.0,8.0,automatic,rear_wheel_drive,2.0,"hatchback,performance",midsize,2dr_hatchback,23,16,210
cadillac,ats,2015,premium_unleaded_(recommended),272.0,4.0,automatic,rear_wheel_drive,4.0,"luxury,performance",compact,sedan,30,21,1624
toyota,tacoma,2017,regular_unleaded,278.0,6.0,automatic,four_wheel_drive,4.0,,compact,crew_cab_pickup,23,18,2031
volkswagen,jetta,2015,regular_unleaded,170.0,4.0,manual,front_wheel_drive,4.0,,midsize,sedan,37,25,873
cadillac,ats_coupe,2017,regular_unleaded,335.0,6.0,automatic,rear_wheel_drive,2.0,"luxury,high-performance",compact,coupe,30,20,1624
cadillac,cts_coupe,2012,regular_unleaded,318.0,6.0,automatic,all_wheel_drive,2.0,"luxury,performance",midsize,coupe,27,18,1624
nissan,sentra,2015,regular_unleaded,130.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,39,30,2009
nissan,sentra,2016,regular_unleaded,130.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,38,29,2009
lincoln,continental,2017,regular_unleaded,305.0,6.0,automatic,front_wheel_drive,4.0,luxury,large,sedan,26,17,61
chevrolet,silverado_1500,2017,regular_unleaded,355.0,8.0,automatic,rear_wheel_drive,4.0,,large,extended_cab_pickup,22,16,1385
toyota,tacoma,2017,regular_unleaded,159.0,4.0,automatic,rear_wheel_drive,4.0,,compact,extended_cab_pickup,23,19,2031
volkswagen,golf_gti,2015,premium_unleaded_(recommended),220.0,4.0,manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,34,25,873
bmw,m3,2016,premium_unleaded_(required),425.0,6.0,manual,rear_wheel_drive,4.0,"factory_tuner,luxury,high-performance",midsize,sedan,26,17,3916
volkswagen,gti,2013,premium_unleaded_(recommended),200.0,4.0,manual,front_wheel_drive,4.0,"hatchback,performance",compact,4dr_hatchback,31,21,873
ford,e-150,1997,regular_unleaded,200.0,6.0,automatic,rear_wheel_drive,3.0,,midsize,cargo_van,18,14,5657
nissan,frontier,2016,regular_unleaded,261.0,6.0,manual,four_wheel_drive,4.0,,compact,crew_cab_pickup,21,16,2009
toyota,previa,1995,regular_unleaded,138.0,4.0,automatic,rear_wheel_drive,3.0,,compact,passenger_minivan,20,15,2031
chevrolet,tracker,2002,regular_unleaded,155.0,6.0,automatic,four_wheel_drive,4.0,,compact,4dr_suv,19,16,1385
mazda,rx-7,1995,regular_unleaded,255.0,,manual,rear_wheel_drive,2.0,"factory_tuner,performance",compact,coupe,23,15,586
bmw,2_series,2016,premium_unleaded_(required),320.0,6.0,automatic,all_wheel_drive,2.0,"factory_tuner,luxury,high-performance",compact,coupe,30,20,3916
tesla,model_s,2016,electric,,0.0,direct_drive,rear_wheel_drive,,"exotic,performance",large,sedan,100,97,1391
buick,envision,2017,flex-fuel_(unleaded/e85),197.0,4.0,automatic,front_wheel_drive,4.0,"crossover,flex_fuel",midsize,4dr_suv,29,22,155
audi,r8,2015,premium_unleaded_(required),430.0,8.0,manual,all_wheel_drive,2.0,"luxury,high-performance",compact,convertible,20,11,3105
lexus,lx_570,2015,premium_unleaded_(recommended),383.0,8.0,automatic,four_wheel_drive,4.0,luxury,midsize,4dr_suv,17,12,454
subaru,outback,2015,regular_unleaded,175.0,4.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,33,25,640
chevrolet,spark_ev,2015,electric,140.0,0.0,direct_drive,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,109,128,1385
chrysler,pacifica,2007,regular_unleaded,200.0,6.0,automatic,front_wheel_drive,4.0,crossover,large,wagon,23,16,1013
nissan,versa_note,2016,regular_unleaded,109.0,4.0,automatic,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,40,31,2009
volkswagen,jetta,2015,regular_unleaded,115.0,4.0,manual,front_wheel_drive,4.0,,midsize,sedan,34,25,873
audi,q7,2017,premium_unleaded_(required),333.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",large,4dr_suv,25,19,3105
honda,civic,2015,regular_unleaded,143.0,4.0,manual,front_wheel_drive,2.0,,compact,coupe,36,28,2202
mercedes-benz,sl-class,2017,premium_unleaded_(required),362.0,6.0,automatic,rear_wheel_drive,2.0,"luxury,high-performance",compact,convertible,28,20,617
audi,q7,2015,diesel,240.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,diesel",large,4dr_suv,28,19,3105
chevrolet,silverado_1500,2016,regular_unleaded,355.0,8.0,automatic,four_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,22,16,1385
dodge,grand_caravan,2017,regular_unleaded,283.0,6.0,automatic,front_wheel_drive,4.0,,midsize,passenger_minivan,25,17,1851
chrysler,le_baron,1993,regular_unleaded,141.0,6.0,automatic,front_wheel_drive,4.0,,compact,sedan,26,18,1013
rolls-royce,ghost,2013,premium_unleaded_(required),563.0,12.0,automatic,rear_wheel_drive,4.0,"exotic,luxury,performance",large,sedan,21,13,86
gmc,sierra_1500_classic,2007,regular_unleaded,285.0,8.0,automatic,four_wheel_drive,4.0,,large,crew_cab_pickup,18,14,549
subaru,b9_tribeca,2006,premium_unleaded_(required),250.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,21,16,640
volkswagen,cc,2016,premium_unleaded_(recommended),280.0,6.0,automated_manual,all_wheel_drive,4.0,performance,midsize,sedan,25,17,873
acura,vigor,1993,regular_unleaded,176.0,5.0,manual,front_wheel_drive,4.0,luxury,midsize,sedan,24,18,204
chevrolet,trax,2015,regular_unleaded,138.0,4.0,automatic,all_wheel_drive,4.0,crossover,compact,4dr_suv,31,24,1385
toyota,tacoma,2017,regular_unleaded,278.0,6.0,manual,four_wheel_drive,4.0,,compact,extended_cab_pickup,21,17,2031
kia,sportage,2017,regular_unleaded,181.0,4.0,automatic,all_wheel_drive,4.0,crossover,compact,4dr_suv,25,21,1720
dodge,challenger,2015,regular_unleaded,305.0,6.0,automatic,rear_wheel_drive,2.0,performance,large,coupe,30,19,1851
oldsmobile,aurora,2001,premium_unleaded_(required),250.0,8.0,automatic,front_wheel_drive,4.0,performance,large,sedan,23,15,26
bmw,6_series,2016,premium_unleaded_(required),445.0,8.0,automatic,rear_wheel_drive,2.0,"luxury,high-performance",midsize,coupe,25,17,3916
lexus,lx_470,2005,regular_unleaded,235.0,8.0,automatic,four_wheel_drive,4.0,luxury,midsize,4dr_suv,16,12,454
oldsmobile,eighty-eight_royale,1995,regular_unleaded,205.0,6.0,automatic,front_wheel_drive,4.0,,large,sedan,26,17,26
gmc,jimmy,1999,regular_unleaded,190.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,4dr_suv,19,14,549
hyundai,elantra_touring,2010,regular_unleaded,138.0,4.0,automatic,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,30,23,1439
chevrolet,silverado_1500_classic,2007,regular_unleaded,295.0,8.0,automatic,rear_wheel_drive,4.0,,large,extended_cab_pickup,19,14,1385
cadillac,srx,2015,regular_unleaded,308.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,23,16,1624
saab,9-3,2009,premium_unleaded_(recommended),280.0,6.0,automatic,front_wheel_drive,2.0,"luxury,performance",compact,convertible,24,15,376
lexus,rc_300,2017,premium_unleaded_(required),255.0,6.0,automatic,all_wheel_drive,2.0,luxury,midsize,coupe,26,19,454
hyundai,sonata,2017,regular_unleaded,185.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,36,25,1439
hyundai,tucson,2017,regular_unleaded,164.0,4.0,automatic,all_wheel_drive,4.0,crossover,compact,4dr_suv,26,21,1439
oldsmobile,cutlass_ciera,1994,regular_unleaded,120.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,28,22,26
chevrolet,corvette,2017,premium_unleaded_(recommended),455.0,8.0,manual,rear_wheel_drive,2.0,high-performance,compact,coupe,25,16,1385
volkswagen,passat,2016,regular_unleaded,170.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,38,25,873
bmw,4_series_gran_coupe,2017,premium_unleaded_(recommended),248.0,4.0,automatic,all_wheel_drive,4.0,luxury,midsize,sedan,33,23,3916
lamborghini,gallardo,2014,premium_unleaded_(required),570.0,10.0,automated_manual,all_wheel_drive,2.0,"exotic,factory_tuner,high-performance",compact,coupe,20,13,1158
ford,transit_connect,2015,regular_unleaded,169.0,4.0,automatic,front_wheel_drive,4.0,,compact,passenger_minivan,28,20,5657
mercedes-benz,c-class,2016,premium_unleaded_(required),241.0,4.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,34,25,617
spyker,c8,2009,premium_unleaded_(required),400.0,8.0,manual,rear_wheel_drive,2.0,"exotic,high-performance",compact,coupe,18,13,2
toyota,sienna,2016,regular_unleaded,266.0,6.0,automatic,front_wheel_drive,4.0,,large,passenger_minivan,25,18,2031
volvo,xc60,2015,regular_unleaded,300.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,24,17,870
volkswagen,vanagon,1991,regular_unleaded,90.0,4.0,manual,rear_wheel_drive,3.0,,large,passenger_minivan,18,16,873
buick,skylark,1996,regular_unleaded,150.0,4.0,automatic,front_wheel_drive,2.0,,midsize,coupe,29,19,155
nissan,juke,2017,premium_unleaded_(required),215.0,4.0,manual,front_wheel_drive,4.0,"crossover,hatchback,factory_tuner,performance",compact,4dr_hatchback,31,26,2009
chevrolet,uplander,2006,regular_unleaded,196.0,6.0,automatic,all_wheel_drive,4.0,,midsize,passenger_minivan,21,15,1385
mitsubishi,eclipse_spyder,2012,regular_unleaded,162.0,4.0,automatic,front_wheel_drive,2.0,,compact,convertible,27,20,436
audi,r8,2015,premium_unleaded_(required),430.0,8.0,manual,all_wheel_drive,2.0,"luxury,high-performance",compact,coupe,20,11,3105
ford,transit_connect,2016,regular_unleaded,169.0,4.0,automatic,front_wheel_drive,4.0,,compact,passenger_minivan,28,20,5657
hyundai,equus,2016,premium_unleaded_(recommended),429.0,8.0,automatic,rear_wheel_drive,4.0,"luxury,high-performance",large,sedan,23,15,1439
toyota,venza,2015,regular_unleaded,181.0,4.0,automatic,all_wheel_drive,4.0,crossover,midsize,wagon,26,20,2031
infiniti,qx50,2015,premium_unleaded_(recommended),325.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,24,17,190
nissan,350z,2008,regular_unleaded,306.0,6.0,automatic,rear_wheel_drive,2.0,high-performance,compact,coupe,24,17,2009
toyota,previa,1995,regular_unleaded,161.0,4.0,automatic,all_wheel_drive,3.0,,compact,passenger_minivan,20,15,2031
suzuki,kizashi,2012,regular_unleaded,180.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,30,23,481
ford,f-150,2015,flex-fuel_(unleaded/e85),385.0,8.0,automatic,four_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,21,15,5657
mazda,3,2017,regular_unleaded,184.0,4.0,automatic,front_wheel_drive,4.0,"hatchback,performance",compact,4dr_hatchback,35,26,586
suzuki,equator,2012,regular_unleaded,152.0,4.0,manual,rear_wheel_drive,4.0,,compact,extended_cab_pickup,23,19,481
lincoln,town_car,2011,flex-fuel_(unleaded/e85),239.0,8.0,automatic,rear_wheel_drive,4.0,"flex_fuel,luxury",large,sedan,24,16,61
volkswagen,passat,2015,regular_unleaded,170.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,36,24,873
bmw,6_series,2015,premium_unleaded_(required),445.0,8.0,automatic,rear_wheel_drive,2.0,"luxury,high-performance",midsize,coupe,25,17,3916
toyota,fj_cruiser,2014,regular_unleaded,260.0,6.0,automatic,four_wheel_drive,4.0,,midsize,4dr_suv,20,17,2031
hyundai,excel,1992,regular_unleaded,81.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,33,25,1439
mercedes-benz,e-class,2017,premium_unleaded_(required),329.0,6.0,automatic,rear_wheel_drive,2.0,"luxury,performance",midsize,convertible,29,20,617
infiniti,g37_sedan,2010,premium_unleaded_(recommended),328.0,6.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,27,19,190
lotus,exige,2009,premium_unleaded_(recommended),257.0,4.0,manual,rear_wheel_drive,2.0,"exotic,high-performance",compact,coupe,26,20,613
acura,ilx,2017,premium_unleaded_(recommended),201.0,4.0,automated_manual,front_wheel_drive,4.0,luxury,compact,sedan,35,25,204
toyota,t100,1996,regular_unleaded,190.0,6.0,manual,four_wheel_drive,2.0,,large,extended_cab_pickup,18,15,2031
lincoln,mkc,2016,regular_unleaded,240.0,4.0,automatic,front_wheel_drive,4.0,"crossover,luxury",compact,4dr_suv,29,20,61
subaru,wrx,2016,premium_unleaded_(required),305.0,4.0,manual,all_wheel_drive,4.0,"factory_tuner,high-performance",compact,sedan,23,17,640
toyota,t100,1998,regular_unleaded,190.0,6.0,manual,four_wheel_drive,2.0,,large,extended_cab_pickup,18,15,2031
volkswagen,eos,2015,premium_unleaded_(recommended),200.0,4.0,automated_manual,front_wheel_drive,2.0,,compact,convertible,30,22,873
